央视频道,#genre#
CCTV3,http://121.27.126.129:809/hls/3/index.m3u8
CCTV3,http://121.27.126.107:809/hls/3/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8
CCTV3,http://221.234.25.122:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.53.152.170:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.8.138.76:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://175.10.228.184:9998/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://116.135.12.132:1099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://36.40.237.79:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://42.5.185.253:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://live.nctv.top/8/bestv.php?id=cctv4
CCTV4,http://148.135.93.213:81/PLTV/bestv.php?id=cctv4hd8m/8000000
CCTV4,http://39.134.66.66/PLTV/88888888/224/3221225797/index.m3u8
CCTV4,http://111.230.30.193/php/lyd.php?id=6428
CCTV4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307
CCTV4,http://alvin.ergotron.net:8000/udp/239.77.1.163:5146
CCTV4,http://home.huaz.site:4000/udp/239.21.1.154:5002
CCTV4,http://182.150.63.29:8080/udp/239.93.1.105:5140
CCTV4,http://dms.yryyj.site:8188/udp/239.76.245.195:1234
CCTV4,http://dms.yryyj.site:8188/udp/239.76.246.154:1234
CCTV4,http://60.27.20.217:4022/rtp/225.1.1.150:5002
CCTV4,http://223.72.19.116:4022/rtp/239.3.1.105:8092
CCTV4,http://218.241.192.50:8808/rtp/239.3.1.105:8092
CCTV4,http://119.166.7.60:6666/udp/239.253.254.111:8000
CCTV4,http://119.166.7.60:6666/udp/239.253.254.186:8000
CCTV4,http://119.166.7.60:6666/udp/239.253.254.187:8000
CCTV4,http://116.179.149.42:6000/rtp/226.0.2.156:9160
CCTV4,http://117.175.185.226:4088/rtp/239.11.0.109:5140
CCTV4,http://120.234.5.29:6000/udp/239.20.0.16:3340
CCTV4,http://120.197.112.28:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8
CCTV4,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV4,http://110.80.17.38:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://58.53.152.170:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://175.10.228.184:9998/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.8.138.76:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://118.81.82.217:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://116.135.12.132:1099/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://36.40.237.79:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://42.5.185.253:9901/tsfile/live/1158_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.189.36.143:9901/tsfile/live/1158_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://live.nctv.top/8/bestv.php?id=cctv5
CCTV5,http://148.135.93.213:81/PLTV/bestv.php?id=cctv58m/8000000
CCTV5,http://39.134.66.66/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://111.230.30.193/php/lyd.php?id=6469
CCTV5,http://mail.petzhu.top:7000/rtp/239.254.201.153:7206
CCTV5,http://alvin.ergotron.net:8000/udp/239.77.0.170:5146
CCTV5,http://home.huaz.site:4000/udp/239.21.2.46:5002
CCTV5,http://182.150.63.29:8080/udp/239.93.42.37:5140
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
CCTV5,http://60.27.20.217:4022/rtp/225.1.1.160:5002
CCTV5,http://223.72.19.116:4022/rtp/239.3.1.173:8001
CCTV5,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV5,http://119.166.7.60:6666/udp/239.253.254.192:8000
CCTV5,http://116.179.149.42:6000/rtp/226.0.2.209:9584
CCTV5,http://117.175.185.226:4088/rtp/239.11.0.100:5140
CCTV5,http://120.234.5.29:6000/udp/239.20.0.30:3284
CCTV5,http://120.197.112.28:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://1b6467f415.iok.la:9931/tsfile/live/1024_1.m3u8
CCTV5,http://111.14.181.15:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5,http://110.80.17.38:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://121.27.126.103:809/hls/5/index.m3u8
CCTV5,http://121.27.126.129:809/hls/5/index.m3u8
CCTV5,http://113.81.20.104:9901/tsfile/live/0005_1.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://175.10.228.184:9998/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://118.81.82.217:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://116.135.12.132:1099/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://36.40.237.79:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://42.5.185.253:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.8.138.76:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://live.nctv.top/8/bestv.php?id=cctv5p
CCTV5+,http://live.nctv.top/8/bestv.php?id=cctv5p2
CCTV5+,http://148.135.93.213:81/PLTV/bestv.php?id=cctv5phd8m/8000000
CCTV5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+,http://111.230.30.193/php/lyd.php?id=5603
CCTV5+,http://mail.petzhu.top:7000/rtp/239.254.200.46:8004
CCTV5+,http://home.huaz.site:4000/udp/239.21.1.142:5002
CCTV5+,http://182.150.63.29:8080/udp/239.93.1.36:8004
CCTV5+,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5+,http://60.27.20.217:4022/rtp/225.1.1.121:5002
CCTV5+,http://223.72.19.116:4022/rtp/239.3.1.130:8004
CCTV5+,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV5+,http://119.166.7.60:6666/udp/239.253.254.80:8000
CCTV5+,http://116.179.149.42:6000/rtp/226.0.2.168:9256
CCTV5+,http://117.175.185.226:4088/rtp/239.11.0.241:5140
CCTV5+,http://120.234.5.29:6000/udp/239.20.0.203:2204
CCTV5+,http://120.197.112.28:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://1b6467f415.iok.la:9931/tsfile/live/1025_1.m3u8
CCTV5+,http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV5+,http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV5+,http://124.115.205.101:8888/newlive/live/hls/7/live.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+,http://116.135.12.132:1099/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://42.5.185.253:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://live.nctv.top/8/bestv.php?id=cctv6
CCTV6,http://148.135.93.213:81/PLTV/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://39.134.66.66/PLTV/88888888/224/3221225814/index.m3u8
CCTV6,http://111.230.30.193/php/lyd.php?id=6010
CCTV6,http://mail.petzhu.top:7000/rtp/239.254.201.154:7207
CCTV6,http://alvin.ergotron.net:8000/udp/239.77.0.171:5146
CCTV6,http://home.huaz.site:4000/udp/239.21.2.47:5002
CCTV6,http://182.150.63.29:8080/udp/239.93.1.13:2226
CCTV6,http://dms.yryyj.site:8188/udp/239.76.246.156:1234
CCTV6,http://60.27.20.217:4022/rtp/225.1.1.195:5002
CCTV6,http://223.72.19.116:4022/rtp/239.3.1.174:8001
CCTV6,http://218.241.192.50:8808/rtp/239.3.1.174:8001
CCTV6,http://119.166.7.60:6666/udp/239.253.254.193:8000
CCTV6,http://116.179.149.42:6000/rtp/226.0.2.210:9592
CCTV6,http://117.175.185.226:4088/rtp/239.11.0.102:5140
CCTV6,http://120.234.5.29:6000/udp/239.20.0.29:3288
CCTV6,http://120.197.112.28:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://1b6467f415.iok.la:9931/tsfile/live/1026_1.m3u8
CCTV6,http://111.14.181.15:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV6,http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8
CCTV6,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV6,http://110.80.17.38:9901/tsfile/live/0005_2.m3u8?key=txiptv
CCTV6,http://121.27.126.103:809/hls/6/index.m3u8
CCTV6,http://123.182.215.81:8088/tsfile/live/0006_1.m3u8
CCTV6,http://121.27.126.129:809/hls/6/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://58.53.152.170:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://175.10.228.184:9998/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://116.135.12.132:1099/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://36.40.237.79:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://42.5.185.253:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.189.36.143:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.8.138.76:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://live.nctv.top/8/bestv.php?id=cctv7
CCTV7,http://148.135.93.213:81/PLTV/bestv.php?id=cctv7hd8m/8000000
CCTV7,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://111.230.30.193/php/lyd.php?id=5733
CCTV7,http://alvin.ergotron.net:8000/udp/239.77.1.159:5146
CCTV7,http://home.huaz.site:4000/udp/239.21.1.152:5002
CCTV7,http://182.150.63.29:8080/udp/239.93.1.67:5140
CCTV7,http://dms.yryyj.site:8188/udp/239.76.246.157:1234
CCTV7,http://60.27.20.217:4022/rtp/225.1.1.138:5002
CCTV7,http://223.72.19.116:4022/rtp/239.3.1.61:8104
CCTV7,http://218.241.192.50:8808/rtp/239.3.1.61:8104
CCTV7,http://119.166.7.60:6666/udp/239.253.254.233:8000
CCTV7,http://116.179.149.42:6000/rtp/226.0.2.159:9184
CCTV7,http://117.175.185.226:4088/rtp/239.11.0.110:5140
CCTV7,http://120.234.5.29:6000/udp/239.20.0.198:2194
CCTV7,http://120.197.112.28:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://1b6467f415.iok.la:9931/tsfile/live/1027_1.m3u8
CCTV7,http://111.14.181.15:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV7,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://171.8.138.76:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://175.10.228.184:9998/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://116.135.12.132:1099/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://36.40.237.79:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://42.5.185.253:9901/tsfile/live/1159_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://live.nctv.top/8/bestv.php?id=cctv8
CCTV8,http://148.135.93.213:81/PLTV/bestv.php?id=cctv8hd8m/8000000
CCTV8,http://39.134.66.66/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://111.230.30.193/php/lyd.php?id=6008
CCTV8,http://mail.petzhu.top:7000/rtp/239.254.201.155:7208
CCTV8,http://alvin.ergotron.net:8000/udp/239.77.0.172:5146
CCTV8,http://home.huaz.site:4000/udp/239.21.2.48:5002
CCTV8,http://182.150.63.29:8080/udp/239.93.42.39:5140
CCTV8,http://dms.yryyj.site:8188/udp/239.76.246.158:1234
CCTV8,http://60.27.20.217:4022/rtp/225.1.1.196:5002
CCTV8,http://223.72.19.116:4022/rtp/239.3.1.175:8001
CCTV8,http://218.241.192.50:8808/rtp/239.3.1.175:8001
CCTV8,http://119.166.7.60:6666/udp/239.253.254.194:8000
CCTV8,http://116.179.149.42:6000/rtp/226.0.2.211:9600
CCTV8,http://117.175.185.226:4088/rtp/239.11.0.103:5140
CCTV8,http://120.234.5.29:6000/udp/239.20.0.31:3280
